id,t,p,q
3643,11,256,478.2
3644,11,255,1302.2
3645,11,254.2,770
3646,11,253.79,102
3647,11,253.15,101
3648,11,251.89,380.6
3649,11,250,7
3650,11,248.61,87.3
3651,11,245.2,176.4
3652,11,245,104.3
3653,11,243.97,75
3654,11,240.13,359.7
3655,11,240,136.5
3656,11,231.6,44.7
3657,11,229,45
3658,11,228,58
3659,11,221,2651
3660,11,220.92,31.9
3661,11,220,73.2
3662,11,210,320.5
3663,11,207.72,2
3664,11,200.21,38
3665,11,200.11,60
3666,11,200.03,17.4
3667,11,200,121
3668,11,195,139
3669,11,190,157.5
3670,11,187.17,182
3671,11,185,717.5
3672,11,184.89,59
3673,11,181.85,15
3674,11,181.5,14.9
3675,11,180.92,15.8
3676,11,179.32,370
3677,11,176.85,380
3678,11,173.47,400
3679,11,172.94,400
3680,11,170,131
3681,11,168.57,355
3682,11,166.41,128
3683,11,165,23
3684,11,163.74,191
3685,11,163.69,218
3686,11,162.95,172
3687,11,160,159.5
3688,11,158.95,204
3689,11,158.16,195
3690,11,155,50
3691,11,154.1,50.2
3692,11,154.01,85.7
3693,11,152.14,13.6
3694,11,151.5,53.1
3695,11,150,47.5
3696,11,145.1,369
3697,11,145,64
3698,11,144.93,47
3699,11,144,27
3700,11,142.13,106.7
3701,11,141.87,60
3702,11,140.45,2.2
3703,11,140,162
3704,11,139,20
3705,11,138.15,50
3706,11,138.1,63
3707,11,136.92,20
3708,11,136.36,2.8
3709,11,135,58
3710,11,134.36,85
3711,11,134.22,40
3712,11,133.85,390
3713,11,133.6,1.1
3714,11,133.25,66
3715,11,133.06,60
3716,11,132.49,102
3717,11,132.08,15
3718,11,131.09,390
3719,11,130.22,9.6
3720,11,130,174.4
3721,11,128.22,40
3722,11,128,76
3723,11,127.17,720
3724,11,126.6,46.1
3725,11,126.36,5.1
3726,11,126.22,225
3727,11,125.84,372
3728,11,125.62,4
3729,11,125.5,0.2
3730,11,125,99
3731,11,124.51,4
3732,11,124.4,0.2
3733,11,123.99,29
3734,11,123.89,40.1
3735,11,123.54,35.7
3736,11,123.5,0.2
3737,11,123,380
3738,11,120.8,1.9
3739,11,120.64,415.3
3740,11,120,223.5
3741,11,116.9,1.9
3742,11,116.02,225
3743,11,116,70
3744,11,115.87,3
3745,11,115.84,183
3746,11,115.22,20
3747,11,113.87,5
3748,11,113.52,150
3749,11,113.33,11.6
3750,11,113.2,1.9
3751,11,112.7,22.2
3752,11,112.18,190
3753,11,112.01,5
3754,11,112,78
3755,11,111.87,5
3756,11,111.1,486
3757,11,111,105.5
3758,11,110.5,1
3759,11,110.46,1
3760,11,110,75.8
3761,11,109.87,5
3762,11,108.37,196
3763,11,108.15,110
3764,11,108,25.7
3765,11,107.17,21.2
3766,11,106.67,99.4
3767,11,106.66,269.2
3768,11,105.02,89
3769,11,104.36,139
3770,11,103.91,50
3771,11,103.9,52.2
3772,11,103.89,27
3773,11,103.68,0.4
3774,11,103.09,160
3775,11,103.06,110
3776,11,102.02,60
3777,11,101.53,70
3778,11,101.19,52.2
3779,11,101.08,24.7
3780,11,100.92,1.3
3781,11,100.6,46.9
3782,11,100.06,60
3783,11,100,26.8
3784,11,99.4,0.5
3785,11,99.03,60
3786,11,99.02,60
3787,11,98.68,0.3
3788,11,98.48,168
3789,11,98.4,0.6
3790,11,97.06,60
3791,11,96.95,170.5
3792,11,96.53,60
3793,11,95.04,3.1
3794,11,95,98.8
3795,11,93.52,29.8
3796,11,92.67,2.2
3797,11,91.74,2.3
3798,11,91,99
3799,11,89.06,11.1
3800,11,89.02,11.6
3801,11,88.73,9.1
3802,11,88.49,7
3803,11,88.37,31.1
3804,11,86.82,1
3805,11,86.51,9.8
3806,11,84.06,76.6
3807,11,82.98,9.2
3808,11,81.82,2.6
3809,11,81.81,10
3810,11,80.46,0.5
3811,11,80,5.9
3812,11,79.06,39.3
3813,11,76.91,1.6
3814,11,76.81,4.1
3815,11,76.71,1.9
3816,11,75,400
3817,11,70.46,7.5
3818,11,69.06,5.4
3819,11,66.59,6.2
3820,11,66.34,4.2
3821,11,66.16,2.1
3822,11,64.1,100.1
3823,11,61.51,11
3824,11,61.1,5.2
3825,11,61.05,12.5
3826,11,56.5,6.2
3827,11,56.26,0.5
3828,11,51.05,2.1
3829,11,50,35.6
3830,11,49.54,6.9
3831,11,45.76,2.4
3832,11,40.9,5.7
3833,11,40.76,32.1
3834,11,40.34,2.5
3835,11,40,0.4
3836,11,35.83,50
3837,11,35.8,1
3838,11,34.79,1
3839,11,32.67,6
3840,11,31,30.4
3841,11,30.75,1
3842,11,30,15
3843,11,28.63,4
3844,11,25.6,127
3845,11,25.52,2.1
3846,11,25.5,19.9
3847,11,25.45,2.5
3848,11,25.4,181.4
3849,11,25.39,1.1
3850,11,24.36,2
3851,11,23.9,687
3852,11,22.37,1.2
3853,11,21.65,1.7
3854,11,21.1,1.2
3855,11,20.33,5
3856,11,20,32
3857,11,18.64,14.4
3858,11,18,0.2
3859,11,15.77,64.5
3860,11,15.51,1.6
3861,11,15.34,0.1
3862,11,15,59.7
3863,11,11.05,66.2
3864,11,10.24,20.7
3865,11,10,31.5
3866,11,9.37,2.5
3867,11,9.1,97.3
3868,11,6,0.7
3869,11,5,210.8
3870,11,4,37
3871,11,3,66.8
3872,11,1.33,75
3873,11,1.1,32
3874,11,1,1035.6
3875,11,0.2,45.7
3876,11,0.1,11.9
3877,11,0.01,418.9
3878,11,0,19581.4
3879,11,-0.01,498.2
3880,11,-0.62,52.2
3881,11,-0.99,76
3882,11,-1,311.9
3883,11,-2,29.4
3884,11,-5,84.3
3885,11,-5.09,15.2
3886,11,-5.13,1
3887,11,-5.5,1280.3
3888,11,-10,314.5
3889,11,-15,0.5
3890,11,-50,101.3
3891,11,-99,0.2
3892,11,-100,118
3893,11,-499,9.9
3894,11,-500,1604.5
3895,11,4000,-22790.3
3896,11,3999,-4.5
3897,11,3950,-20.8
3898,11,3500,-0.1
3899,11,3000,-3123.1
3900,11,2000,-8
3901,11,1100,-1027.2
3902,11,1000,-374.1
3903,11,999,-14.7
3904,11,900,-3.4
3905,11,899.58,-551.8
3906,11,853,-135.4
3907,11,800,-2436.3
3908,11,777,-1.6
3909,11,700,-200.7
3910,11,650,-62.9
3911,11,501,-136.7
3912,11,500.13,-0.5
3913,11,500,-1115.2
3914,11,452.32,-5.4
3915,11,450,-1.7
3916,11,400,-476.1
3917,11,375,-597.8
3918,11,352.32,-0.5
3919,11,350,-804.3
3920,11,320,-560.7
3921,11,313.77,-116.2
3922,11,300,-756.7
3923,11,288,-3.5
3924,11,285.07,-28.3
3925,11,280,-1.4
3926,11,275,-0.4
3927,11,265.69,-6.7
3928,11,257.5,-386.7
3929,11,250,-61.3
3930,11,214.72,-31
3931,11,200,-19.7
3932,11,190,-20.2
3933,11,184.5,-4.3
3934,11,180,-3
3935,11,179.77,-14.4
3936,11,165.9,-64.7
3937,11,165.69,-6.7
3938,11,155,-3.7
3939,11,154.01,-144.2
3940,11,141.77,-5.4
3941,11,140.6,-1
3942,11,137,-16
3943,11,135.9,-23.3
3944,11,129.01,-15
3945,11,123.99,-19.3
3946,11,122,-20
3947,11,113.4,-25
3948,11,112.6,-25
3949,11,111.51,-5
3950,11,111,-100
3951,11,109.5,-2
3952,11,107.17,-21
3953,11,106.4,-25
3954,11,105.9,-35
3955,11,105.73,-1
3956,11,105.6,-25
3957,11,103.9,-79.7
3958,11,102.9,-64
3959,11,101.7,-10
3960,11,100.9,-164
3961,11,100.03,-25
3962,11,99.4,-46.9
3963,11,97.9,-162
3964,11,95.46,-1
3965,11,95.45,-1
3966,11,94.52,-40
3967,11,93.9,-19
3968,11,91.2,-3
3969,11,91,-100
3970,11,90.03,-25
3971,11,90,-35
3972,11,85,-98.4
3973,11,80.14,-10
3974,11,75,-39
3975,11,74.99,-81
3976,11,72,-18
3977,11,69.99,-35
3978,11,69.98,-20
3979,11,69,-100
3980,11,66.92,-3.2
3981,11,61.5,-30
3982,11,61,-148.6
3983,11,60,-61.8
3984,11,48.08,-25
3985,11,40,-0.1
3986,11,35.08,-25
3987,11,33.14,-3.5
3988,11,31,-60
3989,11,22.22,-20.8
3990,11,20.4,-50
3991,11,19.6,-50
3992,11,15,-1.7
3993,11,5,-80
3994,11,2,-44
3995,11,1,-0.1
3996,11,-279.6,-150
3997,11,-280.4,-150
3998,11,-499,-2
3999,11,-500,-4.8
4000,12,4000,29.2
4001,12,3000,0.6
4002,12,853,0.3
4003,12,400,1
4004,12,305,6.2
4005,12,262,516.8
4006,12,261.5,398
4007,12,261,2959
4008,12,260,362
4009,12,259,372
4010,12,258,2810
4011,12,257,1210
4012,12,256.9,386.8
4013,12,256,482.9
4014,12,255,1266.5
4015,12,254.2,770
4016,12,253.79,100
4017,12,253.15,100
4018,12,250.96,378.8
4019,12,248.61,86.4
4020,12,245.2,187.6
4021,12,245,99.2
4022,12,243.97,75
4023,12,240.13,355.1
4024,12,240,136.5
4025,12,231.6,44.7
4026,12,229,45
4027,12,228,58
4028,12,221,2632
4029,12,220,73.2
4030,12,210,320.5
4031,12,207.72,2
4032,12,202.4,10
4033,12,200.1,36
4034,12,200,181
4035,12,196.02,34.5
4036,12,195,157
4037,12,190,155.9
4038,12,185,716.8
4039,12,184.89,59
4040,12,180.92,15.8
4041,12,180,15
4042,12,179.32,370
4043,12,176.85,380
4044,12,173.47,400
4045,12,172.94,400
4046,12,170,131
4047,12,168.57,355
4048,12,166.33,126
4049,12,165,23
4050,12,163.68,212
4051,12,163.65,188
4052,12,162.85,170
4053,12,160,122.7
4054,12,158.87,201
4055,12,158.37,188
4056,12,155,50
4057,12,152.14,13.5
4058,12,151.08,78.5
4059,12,150,92.4
4060,12,145.1,369
4061,12,145,64
4062,12,144.93,47
4063,12,144,27
4064,12,142.4,42.9
4065,12,141.87,60
4066,12,141.13,106.1
4067,12,140,162
4068,12,139,20
4069,12,138.04,50
4070,12,136.36,2.8
4071,12,135.74,20
4072,12,135,58
4073,12,134.16,85
4074,12,133.85,380
4075,12,133.25,66
4076,12,133.06,60
4077,12,132.49,102
4078,12,132.08,15
4079,12,131.09,390
4080,12,130.22,9.6
4081,12,130,173
4082,12,128,30
4083,12,127.99,2.6
4084,12,127.17,720
4085,12,126.36,5.1
4086,12,126.22,225
4087,12,125.62,4
4088,12,125,99
4089,12,123.25,0.2
4090,12,123,375.9
4091,12,122.4,0.2
4092,12,121.81,368
4093,12,121.58,4
4094,12,121.25,0.3
4095,12,120.9,412
4096,12,120.2,1.2
4097,12,120,162
4098,12,119.15,2
4099,12,117.74,40.1
4100,12,117.44,35.7
4101,12,117.06,27
4102,12,116,56
4103,12,115.98,222
4104,12,115.84,183
4105,12,115.22,20
4106,12,115.15,1.9
4107,12,113.52,145
4108,12,113.2,46
4109,12,112.19,184
4110,12,112,78
4111,12,111.35,2
4112,12,111.1,487
4113,12,111,104
4114,12,110,66.5
4115,12,108.04,109
4116,12,108,25.2
4117,12,107.87,194
4118,12,107.71,11.6
4119,12,106.66,266.6
4120,12,104.88,5
4121,12,104.5,1
4122,12,104.16,137
4123,12,103.09,158
4124,12,101.1,44.8
4125,12,101.08,24.2
4126,12,100.9,89
4127,12,100.24,19.9
4128,12,100,142.2
4129,12,99.3,22.2
4130,12,99.02,110
4131,12,98.48,166
4132,12,98.47,0.3
4133,12,98.02,1
4134,12,97.9,60
4135,12,97.75,27
4136,12,97.55,70
4137,12,96.51,167.8
4138,12,96.02,60
4139,12,95.05,60
4140,12,95,129.5
4141,12,94.9,60
4142,12,93.47,0.4
4143,12,93.02,60
4144,12,92.67,2.2
4145,12,92.55,60
4146,12,91,198.6
4147,12,90,6.5
4148,12,89.39,1.6
4149,12,89.02,11.4
4150,12,88.49,7
4151,12,85.4,2.2
4152,12,84,1.1
4153,12,83.93,7.3
4154,12,82.52,9.1
4155,12,81.72,51.5
4156,12,80.9,0.6
4157,12,80,4.8
4158,12,79.87,9.2
4159,12,79.7,0.7
4160,12,79.48,10
4161,12,78.41,30.7
4162,12,75,400
4163,12,74.97,31.5
4164,12,74.94,1.8
4165,12,74.4,1.9
4166,12,74.35,3.9
4167,12,74.05,1.7
4168,12,71.4,11.8
4169,12,70.83,2.3
4170,12,70.6,50
4171,12,66.49,2
4172,12,66.4,83
4173,12,64.44,6.7
4174,12,64.27,6.3
4175,12,61.4,41.3
4176,12,59.62,5.1
4177,12,59.51,12.1
4178,12,59.35,12.8
4179,12,58,8.5
4180,12,55,6.2
4181,12,54.57,0.5
4182,12,52.4,86.8
4183,12,51.4,2.4
4184,12,50.69,50
4185,12,50.68,50
4186,12,50,35.9
4187,12,49.48,2.2
4188,12,44.59,2.2
4189,12,43.25,12.1
4190,12,40,0.4
4191,12,39.54,2.7
4192,12,39.51,28.3
4193,12,39.48,5.7
4194,12,34.65,50
4195,12,34.57,1
4196,12,33.74,1
4197,12,31.66,6
4198,12,31,28.9
4199,12,30,8
4200,12,29.81,1
4201,12,27.73,4
4202,12,24.82,210.3
4203,12,24.73,20
4204,12,24.68,73.1
4205,12,24.66,2.3
4206,12,24.61,61.6
4207,12,21.77,1.1
4208,12,19.71,5
4209,12,15,67.6
4210,12,14.81,0.1
4211,12,10,31.2
4212,12,9.88,22.8
4213,12,9.8,73.7
4214,12,6.68,4.1
4215,12,6,0.8
4216,12,5,168.3
4217,12,4.43,83.6
4218,12,4.03,2.9
4219,12,3.92,2.1
4220,12,3.9,1
4221,12,3.39,1.6
4222,12,3.31,1.6
4223,12,3.03,12.1
4224,12,3,60.9
4225,12,2.76,0.3
4226,12,2.54,2.2
4227,12,1.45,2.5
4228,12,1.33,50
4229,12,1.1,60
4230,12,1,985.3
4231,12,0.2,38.6
4232,12,0.1,12.1
4233,12,0.01,461.4
4234,12,0,21030.4
4235,12,-0.01,487.5
4236,12,-0.1,49.7
4237,12,-0.99,80
4238,12,-1,289
4239,12,-2,26.1
4240,12,-5,29.5
4241,12,-5.5,1190.2
4242,12,-10,226.9
4243,12,-29.32,197
4244,12,-50,101.7
4245,12,-99,0.2
4246,12,-100,236
4247,12,-499,13.6
4248,12,-500,1045.7
4249,12,4000,-21745.1
4250,12,3999,-4.3
4251,12,3950,-19.3
4252,12,3500,-0.1
4253,12,3000,-3004.3
4254,12,2000,-8
4255,12,1100,-974
4256,12,1000,-361.8
4257,12,999,-14.2
4258,12,900,-3
4259,12,865.48,-545.8
4260,12,853,-129.8
4261,12,800,-2383.3
4262,12,777,-1.6
4263,12,700,-198.4
4264,12,650,-59.9
4265,12,501,-137.5
4266,12,500.13,-0.5
4267,12,500,-1071.7
4268,12,461.64,-4.1
4269,12,450,-1.9
4270,12,400,-453.8
4271,12,375,-586.7
4272,12,361.64,-0.4
4273,12,350,-768.4
4274,12,320,-536.8
4275,12,301.72,-115.9
4276,12,300,-684.5
4277,12,288,-3.3
4278,12,280,-1.4
4279,12,275,-0.4
4280,12,256,-372.6
4281,12,250,-59.4
4282,12,247.02,-6.6
4283,12,225.52,-28.2
4284,12,209,-30
4285,12,200,-26
4286,12,190,-18.8
4287,12,180,-3
4288,12,174.06,-4.3
4289,12,168.49,-13.6
4290,12,151.08,-142.7
4291,12,149.47,-3.2
4292,12,147.02,-6.6
4293,12,135,-25.4
4294,12,127.6,-60.1
4295,12,126.08,-15
4296,12,122,-10
4297,12,117.06,-17.4
4298,12,110.09,-5.4
4299,12,108.58,-10
4300,12,100.64,-1
4301,12,100.24,-18
4302,12,99.2,-25
4303,12,98.9,-44.8
4304,12,97.7,-25
4305,12,97.6,-54.5
4306,12,97.36,-10
4307,12,95.5,-1
4308,12,95.03,-25
4309,12,94.52,-40
4310,12,92.2,-25
4311,12,90.7,-25
4312,12,90,-38
4313,12,85.03,-25
4314,12,85,-48.4
4315,12,83.02,-1
4316,12,82.99,-1
4317,12,82.63,-0.8
4318,12,82.6,-27.5
4319,12,81,-100
4320,12,80,-20
4321,12,77,-50
4322,12,75.03,-50
4323,12,75,-39
4324,12,74.99,-81
4325,12,69.99,-35
4326,12,69.98,-20
4327,12,69,-100
4328,12,65.32,-3.2
4329,12,65.26,-18
4330,12,61,-100
4331,12,60,-110
4332,12,58.74,-19.5
4333,12,58.5,-148.7
4334,12,34.47,-0.3
4335,12,29.4,-3.4
4336,12,28.5,-30
4337,12,28.08,-25
4338,12,15.08,-25
4339,12,10,-197
4340,12,9.47,-1.6
4341,12,6.2,-50
4342,12,5,-80
4343,12,4.7,-50
4344,12,2.63,-20
4345,12,2,-30
4346,12,1,-0.2
4347,12,-293.8,-150
4348,12,-295.3,-150
4349,12,-499,-1.7
4350,12,-500,-4
4351,13,4000,29.1
4352,13,3000,0.6
4353,13,853,0.3
4354,13,400,1
4355,13,280,6.2
4356,13,262,516.8
4357,13,261.5,395
4358,13,261,2917
4359,13,260,359
4360,13,259,368
4361,13,258,2808
4362,13,257,1210
4363,13,256.9,459.1
4364,13,256,440.7
4365,13,255,1027.3
4366,13,254.2,770
4367,13,253.79,100
4368,13,253.15,99
4369,13,250.45,377.4
4370,13,248.61,85.6
4371,13,245.2,247.8
4372,13,245,98.1
4373,13,243.97,75
4374,13,240.13,483.9
4375,13,240,116.5
4376,13,232.55,373.6
4377,13,231.6,44.7
4378,13,229,45
4379,13,228,58
4380,13,221,2616
4381,13,220,73.2
4382,13,210,320.5
4383,13,207.72,2
4384,13,200,121
4385,13,199.33,36
4386,13,199.23,60
4387,13,195,157
4388,13,190,154.7
4389,13,185,715.7
4390,13,184.89,59
4391,13,180.92,15.8
4392,13,179.32,370
4393,13,176.85,380
4394,13,173.47,400
4395,13,172.94,400
4396,13,170.78,36.5
4397,13,170,131
4398,13,168.57,355
4399,13,166.28,125
4400,13,165,23
4401,13,164.34,206
4402,13,163.59,183
4403,13,162.78,169
4404,13,160,122.7
4405,13,159.25,197
4406,13,158.74,184
4407,13,155,63.9
4408,13,152.14,13.6
4409,13,150,47.5
4410,13,145.1,369
4411,13,145,20
4412,13,144.93,47
4413,13,144,27
4414,13,141.87,60
4415,13,141.13,105.4
4416,13,140,162
4417,13,139,20
4418,13,137.97,50
4419,13,136.5,0.2
4420,13,136.36,2.8
4421,13,135.65,0.2
4422,13,135,58
4423,13,134.93,20
4424,13,134.5,0.3
4425,13,134.22,85
4426,13,133.85,380
4427,13,133.25,66
4428,13,133.06,60
4429,13,132.49,102
4430,13,132.08,15
4431,13,131.9,42.6
4432,13,131.3,1.9
4433,13,131.09,390
4434,13,130.87,76.5
4435,13,130.22,9.6
4436,13,130,322.6
4437,13,128,57.9
4438,13,127.4,1.9
4439,13,127.17,720
4440,13,126.36,5.1
4441,13,126.22,74.2
4442,13,125.62,4
4443,13,125,136.2
4444,13,123.7,1.9
4445,13,120.79,410
4446,13,120,171.8
4447,13,116.42,220
4448,13,116,56
4449,13,115.84,180
4450,13,115.38,2.4
4451,13,115.22,20
4452,13,113.52,142
4453,13,112.21,178
4454,13,112,78
4455,13,111.1,489
4456,13,111,103.2
4457,13,110,146.1
4458,13,108,64.9
4459,13,107.97,108
4460,13,107.55,191
4461,13,106.66,266.6
4462,13,106.6,0.9
4463,13,105,72.2
4464,13,104.22,133
4465,13,104.07,35.7
4466,13,103.77,27
4467,13,103.71,40.1
4468,13,103,10
4469,13,101.37,4
4470,13,101.08,23.9
4471,13,100,141.8
4472,13,99.6,45.1
4473,13,98.09,154
4474,13,97.6,165.9
4475,13,97.53,365
4476,13,95,127
4477,13,94.19,11.6
4478,13,93.48,164
4479,13,93.25,46.9
4480,13,92.67,2.2
4481,13,91,198.7
4482,13,90,6.8
4483,13,89.02,11.4
4484,13,88.49,7
4485,13,86.95,19.9
4486,13,86.26,0.3
4487,13,85.7,21
4488,13,85.39,1
4489,13,83.71,27
4490,13,83.5,1
4491,13,82.9,2.2
4492,13,82.36,89
4493,13,81.26,0.5
4494,13,80.82,110
4495,13,80.27,1.1
4496,13,80,4.6
4497,13,79.67,5.4
4498,13,79.62,70
4499,13,79.36,60
4500,13,78.4,0.7
4501,13,77.82,60
4502,13,77.12,60
4503,13,77.09,0.7
4504,13,76.52,9.2
4505,13,76.36,60
4506,13,75.2,10
4507,13,75,400
4508,13,74.82,60
4509,13,74.62,60
4510,13,71.72,49
4511,13,70.68,1.9
4512,13,70.6,1.9
4513,13,70.21,3.7
4514,13,69.03,9.1
4515,13,67.92,75
4516,13,65.45,32.4
4517,13,62.33,12.4
4518,13,60.86,2
4519,13,60.85,6.9
4520,13,57.33,86.5
4521,13,56.69,12.3
4522,13,56.15,9.1
4523,13,53.78,50
4524,13,53.77,50
4525,13,52.85,1.7
4526,13,52.51,4.2
4527,13,52.33,42.4
4528,13,51.58,0.5
4529,13,51.22,4.1
4530,13,50.41,0.1
4531,13,50,35.8
4532,13,49.88,4.2
4533,13,49.31,2.9
4534,13,48.66,5.4
4535,13,47.01,2.3
4536,13,45.41,2.4
4537,13,45.39,5.9
4538,13,42.33,2.4
4539,13,42.3,2.1
4540,13,41.9,84.4
4541,13,40.01,39.9
4542,13,40,0.4
4543,13,39.17,10.4
4544,13,37.62,5.7
4545,13,37.58,2.7
4546,13,37.5,29.1
4547,13,32.8,50
4548,13,32.73,1
4549,13,32.11,1
4550,13,31,27.7
4551,13,30,21.2
4552,13,28.07,1
4553,13,26.38,4
4554,13,25.86,6
4555,13,23.61,67.8
4556,13,23.53,2.1
4557,13,23.43,227.1
4558,13,23.42,20.2
4559,13,20.25,68.2
4560,13,18.71,5
4561,13,17.84,1
4562,13,15,73.4
4563,13,14.04,0.3
4564,13,10,29.5
4565,13,9.42,22.4
4566,13,8.54,75.6
4567,13,6.76,5.8
4568,13,6,0.8
4569,13,5,155.9
4570,13,4.16,1
4571,13,3.99,3.1
4572,13,3.88,2.2
4573,13,3.52,1.6
4574,13,3.39,1.9
4575,13,3.13,10.3
4576,13,3,61
4577,13,2.83,0.5
4578,13,2.54,2.7
4579,13,1.57,2.5
4580,13,1.1,35
4581,13,1,996.5
4582,13,0.5,90.7
4583,13,0.2,44.8
4584,13,0.1,12.2
4585,13,0.01,470.3
4586,13,0,21957.3
4587,13,-0.01,496.3
4588,13,-0.1,43.2
4589,13,-0.99,83.9
4590,13,-1,270.5
4591,13,-2,25.7
4592,13,-5,29.7
4593,13,-5.5,1196.9
4594,13,-10,246.7
4595,13,-26.23,100
4596,13,-50,101.9
4597,13,-99,0.3
4598,13,-100,1063
4599,13,-499,14.5
4600,13,-500,959.6
4601,13,4000,-20682.2
4602,13,3999,-3.9
4603,13,3950,-18.4
4604,13,3500,-0.1
4605,13,3000,-2967.7
4606,13,2000,-8
4607,13,1100,-946.8
4608,13,1000,-355.6
4609,13,999,-13.9
4610,13,900,-2.4
4611,13,853,-122.2
4612,13,848.8,-517.9
4613,13,800,-2281
4614,13,777,-1.6
4615,13,700,-182.9
4616,13,650,-51.1
4617,13,501,-130.5
4618,13,500.13,-0.5
4619,13,500,-1038
4620,13,450,-1.9
4621,13,407.43,-3.9
4622,13,400,-376.1
4623,13,375,-546.9
4624,13,350,-702.5
4625,13,320,-517
4626,13,307.43,-0.4
4627,13,300,-607.4
4628,13,293.88,-118.4
4629,13,288,-3.2
4630,13,280,-1.4
4631,13,279.18,-6.8
4632,13,275.68,-22.7
4633,13,275,-0.4
4634,13,250,-54.1
4635,13,231,-353.7
4636,13,228.09,-6.2
4637,13,202,-28.4
4638,13,200,-30.6
4639,13,190,-18.3
4640,13,180,-5.5
4641,13,165,-3
4642,13,148.88,-4.4
4643,13,143.95,-13.5
4644,13,135,-25.4
4645,13,130.87,-135.4
4646,13,129.69,-2.9
4647,13,128.09,-6.2
4648,13,127.1,-26.2
4649,13,124.92,-56.5
4650,13,105.87,-15
4651,13,105,-49.2
4652,13,103.77,-17.4
4653,13,102.47,-32.4
4654,13,98.07,-10
4655,13,97.01,-5.5
4656,13,94.92,-51.3
4657,13,94.52,-40
4658,13,90.03,-25
4659,13,90,-49
4660,13,88.37,-15
4661,13,88.3,-25
4662,13,86.95,-18
4663,13,86.75,-46.9
4664,13,85.6,-25
4665,13,85,-48.4
4666,13,81.3,-25
4667,13,80.03,-25
4668,13,79.92,-25.9
4669,13,78.6,-25
4670,13,78.36,-0.8
4671,13,76.5,-2
4672,13,75,-139
4673,13,74.99,-81
4674,13,70.77,-0.8
4675,13,70.4,-1
4676,13,70.39,-1
4677,13,70.03,-50
4678,13,69.99,-35
4679,13,69.98,-20
4680,13,69,-100
4681,13,65.26,-18
4682,13,60,-100
4683,13,59,-50
4684,13,58.74,-19.5
4685,13,55,-100
4686,13,39.18,-3
4687,13,35,-30
4688,13,30,-148.8
4689,13,25.62,-3.3
4690,13,25.01,-75
4691,13,20.17,-25
4692,13,14.69,-0.3
4693,13,10,-197
4694,13,7.17,-25
4695,13,5,-2499
4696,13,2,-30
4697,13,1,-0.1
4698,13,0.01,-1.9
4699,13,0,-30
4700,13,-4.7,-50
4701,13,-7.4,-50
4702,13,-304.7,-149
4703,13,-307.4,-150
4704,13,-499,-1.7
4705,13,-500,-4.1
4706,14,4000,29
4707,14,3000,0.5
4708,14,853,0.3
4709,14,400,1
4710,14,295.18,6.2
4711,14,275,6.2
4712,14,262,514.8
4713,14,261.5,392
4714,14,261,2905
4715,14,260,357
4716,14,259,366
4717,14,258,2807
4718,14,257,1210
4719,14,256.9,459.1
4720,14,256,442.3
4721,14,255,670.5
4722,14,254.2,770
4723,14,253.79,99
4724,14,253.15,99
4725,14,250.31,376.4
4726,14,248.61,85.1
4727,14,245.2,260.6
4728,14,245,100.3
4729,14,243.97,75
4730,14,240.13,478.5
4731,14,240,116.5
4732,14,232.63,372
4733,14,231.6,44.7
4734,14,229,45
4735,14,228,58
4736,14,221,2604
4737,14,220,70.2
4738,14,210,320.5
4739,14,207.72,2
4740,14,200,121
4741,14,198.27,34
4742,14,198.17,60
4743,14,195,157
4744,14,190,153.9
4745,14,185,717.4
4746,14,184.89,59
4747,14,180.92,15.8
4748,14,179.32,370
4749,14,176.85,380
4750,14,173.47,400
4751,14,172.94,400
4752,14,170,121
4753,14,169.3,10
4754,14,168.57,355
4755,14,167.67,37.3
4756,14,166.24,124
4757,14,165,23
4758,14,164.92,201
4759,14,163.54,180
4760,14,162.72,168
4761,14,160,122.7
4762,14,159.73,194
4763,14,159.01,180
4764,14,155,50
4765,14,152.14,13.6
4766,14,150,63.2
4767,14,145.1,369
4768,14,145,20
4769,14,144.93,47
4770,14,144,27
4771,14,141.87,60
4772,14,141.13,104.9
4773,14,140,152
4774,14,139,20
4775,14,137.9,50
4776,14,136.36,2.8
4777,14,135,58
4778,14,134.23,85
4779,14,134.06,20
4780,14,133.85,380
4781,14,133.25,66
4782,14,133.06,60
4783,14,132.49,102
4784,14,132.08,15
4785,14,131.09,390
4786,14,130.22,2.3
4787,14,130,396.5
4788,14,129.3,42
4789,14,128,57.9
4790,14,127.17,720
4791,14,126.36,5.1
4792,14,126.22,225
4793,14,125.62,4
4794,14,125,99
4795,14,122,0.2
4796,14,121.15,0.2
4797,14,120.68,408.9
4798,14,120,210.6
4799,14,116.68,216
4800,14,116,56
4801,14,115.84,178
4802,14,115.22,20
4803,14,114.85,1.8
4804,14,113.9,2.5
4805,14,113.52,139
4806,14,112.22,174
4807,14,112,78
4808,14,111.15,1.8
4809,14,111.1,489
4810,14,111,102.2
4811,14,110,147.8
4812,14,108,64.5
4813,14,107.9,107
4814,14,107.65,1.8
4815,14,107.6,0.8
4816,14,107.17,188
4817,14,106.66,266.6
4818,14,105,72.8
4819,14,104.23,129
4820,14,103.25,38.8
4821,14,103,11
4822,14,102.89,27
4823,14,101.08,23.5
4824,14,100.6,44.3
4825,14,100.5,4
4826,14,100,136
4827,14,98.54,165
4828,14,98.09,152
4829,14,97.04,40.1
4830,14,96.86,361
4831,14,96.55,35.7
